Delivery Id,Origin_Location,Destination_Location,region,created_at,actual_delivery_time,On time Delivery,Customer_rating,condition_text,Fixed Costs,Maintenance,Difference,Area,Delivery_Time
VCV00012196/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/22/15 2:21,1/22/15 3:17,1,3,Sunny,10117,1600,8517,,
VCV00011485/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/13/15 2:09,2/13/15 3:07,0,1,Patchy rain possible,6827,338,6489,,
VCV00011488/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/28/15 3:49,1/28/15 4:26,1,2,Sunny,10755,1591,9164,,
VCV00012153/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/16/15 22:45,2/16/15 23:41,1,2,Sunny,7468,1171,6298,,
,,,,,,,,,7710,1191,6520,,
VCV00012121/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Tamil Nadu,1/23/15 19:22,1/23/15 19:48,1,5,Sunny,7260,507,6753,,
VCV00012144/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Tamil Nadu,2/1/15 17:26,2/1/15 18:24,1,5,Sunny,7683,514,7169,,
VCV00011607/082021,"JAY BHARAT MARUTI LTD,AHMEDABAD,GUJARAT","JAY BHARAT MARUTI LIMITED. (J-III-N),GURGAON,Haryana",Tamil Nadu,1/28/15 19:01,1/28/15 19:20,1,4,Sunny,7345,419,6925,,
VCV00011475/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/6/15 3:55,2/6/15 4:53,1,5,Partly cloudy,6673,1066,5607,,
VCV00011657/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/7/15 3:27,2/7/15 4:12,1,3,Partly cloudy,7062,1281,5781,,
VCV00012024/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/6/15 6:21,2/6/15 6:50,1,4,Sunny,6873,542,6332,,
VCV00011115/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PARTS-HOSUR,HOSUR,TAMIL NADU",Tamil Nadu,2/14/15 3:23,2/14/15 4:20,1,5,Partly cloudy,10171,1295,8876,,
VCV00011735/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/17/15 4:53,2/17/15 5:53,1,4,Sunny,12557,1697,10860,,
VCV00010240/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU",Tamil Nadu,2/8/15 3:01,2/8/15 4:00,1,4,Partly cloudy,7326,740,6586,,
VCV00011565/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/2/15 18:58,2/2/15 19:21,1,4,Partly cloudy,7768,834,6934,,
VCV00011540/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/7/15 17:40,2/7/15 18:14,0,1,Patchy rain possible,7381,580,6801,,
VCV00011087/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/2/15 17:17,2/2/15 18:23,1,5,Sunny,6593,795,5798,,
AEIBK2026984,"Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu",Tamil Nadu,2/5/15 19:41,2/5/15 20:36,1,4,Sunny,7108,696,6412,,
VCV00011614/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/5/15 20:16,2/5/15 20:56,1,3,Partly cloudy,9823,1579,8244,,
VCV00011506/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/26/15 20:33,1/26/15 21:42,1,5,Sunny,7103,329,6774,,
VCV00011948/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/16/15 19:34,2/16/15 20:37,1,4,Sunny,10461,1583,8878,,
VCV00011942/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/17/15 20:14,2/17/15 21:14,1,2,Partly cloudy,7599,1160,6439,,
VCV00011819/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,1/29/15 19:39,1/29/15 21:13,1,5,Sunny,7218,1141,6078,,
VCV00011928/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/11/15 20:44,2/11/15 21:46,1,4,Partly cloudy,7136,494,6641,,
VCV00011305/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,1/27/15 19:20,1/27/15 20:18,1,4,Partly cloudy,7723,501,7222,,
VCV00011632/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/10/15 20:52,2/10/15 21:36,1,5,Partly cloudy,8026,412,7614,,
VCV00011542/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/26/15 19:35,1/26/15 21:02,1,4,Sunny,7059,1062,5997,,
VCV00011498/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/4/15 20:08,2/4/15 20:49,1,5,Partly cloudy,7512,1291,6221,,
VCV00011513/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/9/15 20:35,2/9/15 21:27,1,2,Sunny,7460,534,6926,,
VCV00011555/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/12/15 21:02,2/12/15 21:41,1,5,Sunny,10503,1271,9231,,
AEIBK2026423,"Naickenpalayam, Coimbatore, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu",Tamil Nadu,2/6/15 19:28,2/6/15 20:40,1,5,Sunny,11973,1679,10294,,
VCV00010403/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/3/15 20:50,2/3/15 21:19,1,3,Sunny,7619,732,6887,,
VCV00009362/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/17/15 20:25,2/17/15 21:13,1,4,Partly cloudy,7680,843,6837,,
VCV00011934/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/29/15 19:56,1/29/15 21:11,0,1,Patchy rain possible,7173,588,6585,,
AEIBK2026996,"Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu",Tamil Nadu,1/31/15 1:00,1/31/15 1:52,1,3,Cloudy,6970,778,6192,,
VCV00011670/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/14/15 1:35,2/14/15 2:44,1,5,Overcast,6712,682,6030,,
VCV00011723/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/8/15 0:05,2/8/15 1:00,1,4,Partly cloudy,10155,1540,8615,,
VCV00011712/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/13/15 20:12,2/13/15 21:02,1,5,Partly cloudy,6833,328,6505,,
VCV00011306/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/26/15 1:15,1/26/15 2:01,1,5,Cloudy,10792,1519,9274,,
VCV00011456/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/4/15 21:21,2/4/15 22:46,1,2,Partly cloudy,7558,1140,6417,,
VCV00011673/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/23/15 21:18,1/23/15 21:46,1,3,Partly cloudy,7218,1136,6083,,
VCV00011284/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/7/15 2:21,2/7/15 3:08,1,2,Partly cloudy,7373,482,6891,,
AEIBK2026323,"Bandra,Mumbai","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,1/26/15 23:49,1/27/15 0:23,1,4,Partly cloudy,7269,489,6780,,
AEIBK2026643,"Bandra,Mumbai","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,1/31/15 21:41,1/31/15 22:01,1,4,Cloudy,8150,401,7749,,
VCV00010453/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,1/24/15 2:39,1/24/15 3:59,1,3,Cloudy,6811,1071,5740,,
VCV00011649/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/7/15 3:31,2/7/15 4:19,1,4,Partly cloudy,6347,1271,5076,,
VCV00011515/082021,"LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,1/31/15 2:56,1/31/15 3:54,0,1,Mist,7267,521,6747,,
VCV00011635/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/1/15 4:05,2/1/15 4:50,1,2,Cloudy,10338,1338,9000,,
VCV00010882/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/22/15 21:55,1/22/15 22:25,1,2,Partly cloudy,11840,1662,10178,,
AEIBK2026830,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",Karnataka,2/17/15 1:14,2/17/15 1:59,1,5,Sunny,7700,727,6973,,
AEIBK2026514,"Bandra,Mumbai","Guruvoyal, Tiruvallur, Tamil Nadu",Tamil Nadu,1/26/15 20:40,1/26/15 21:26,1,3,Partly cloudy,7786,823,6963,,
VCV00011601/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/7/15 21:56,2/7/15 22:15,1,2,Partly cloudy,7207,616,6590,,
VCV00011597/082021,"ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,2/4/15 3:07,2/4/15 4:00,0,1,Moderate or heavy rain shower,6751,760,5991,,
VCV00011604/082021,"WABCO INDIA LTD-AMBATTUR,CHENNAI,TAMIL NADU","WABCO INDIA LTD,HOSUR,TAMIL NADU",Tamil Nadu,2/15/15 19:57,2/15/15 20:49,0,1,Moderate or heavy rain shower,6507,670,5836,,
VCV00011610/082021,"WABCO INDIA LTD-AMBATTUR,CHENNAI,TAMIL NADU","WABCO INDIA LTD,HOSUR,TAMIL NADU",Tamil Nadu,1/25/15 19:15,1/25/15 19:40,0,1,Moderate or heavy rain shower,9990,1503,8487,,
VCV00011611/082021,"WABCO INDIA LTD-AMBATTUR,CHENNAI,TAMIL NADU","WABCO INDIA LTD,HOSUR,TAMIL NADU",Tamil Nadu,2/14/15 1:55,2/14/15 2:47,0,1,Mist,6822,321,6501,,
VCV00011309/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/18/15 1:57,2/18/15 3:00,0,1,Mist,10628,1493,9134,,
AEIBK2026511,"Bandra,Mumbai","Guruvoyal, Tiruvallur, Tamil Nadu",Tamil Nadu,2/1/15 19:27,2/1/15 19:57,1,3,Sunny,7645,1157,6487,,
VCV00011095/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/14/15 3:07,2/14/15 4:11,1,5,Partly cloudy,7293,1151,6143,,
VCV00010798/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/29/15 0:07,1/29/15 1:00,1,5,Sunny,7343,472,6870,,
AEIBK2026495,"Bandra,Mumbai","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,1/22/15 1:24,1/22/15 1:57,0,1,Mist,6884,505,6379,,
VCV00010100/082021,"ASHOK LEYLAND PARTS-HOSUR,HOSUR,TAMIL NADU","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU",Tamil Nadu,2/3/15 3:56,2/3/15 4:44,0,1,Mist,8052,396,7656,,
VCV00011094/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/7/15 2:51,2/7/15 4:00,1,5,Sunny,8468,626,7842,,
VCV00011308/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/14/15 2:04,2/14/15 3:19,1,3,Sunny,6374,1047,5327,,
VCV00011520/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/27/15 2:43,1/27/15 3:33,1,3,Partly cloudy,6036,1273,4763,,
AEIBK2026392,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",Karnataka,1/24/15 1:36,1/24/15 2:33,0,1,Mist,7078,523,6554,,
VCV00011084/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/23/15 21:40,1/23/15 22:44,0,1,Mist,9109,1317,7792,,
VCV00011539/082021,"TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU",Tamil Nadu,2/12/15 20:45,2/12/15 21:22,1,4,Sunny,11420,1622,9797,,
AEIBK2025871,"Perukkaranai, Kanchipuram, Tamil Nadu","Bandra,Mumbai",Maharashtra,1/29/15 3:23,1/29/15 4:20,1,1,Mist,7563,747,6816,,
VCV00010836/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/29/15 0:04,1/29/15 0:58,0,4,Sunny,7782,803,6979,,
VCV00011307/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/23/15 1:13,1/23/15 1:52,1,5,Sunny,7246,841,6404,,
MVCV0001298/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA",Karnataka,1/31/15 3:15,1/31/15 4:10,1,3,Sunny,6825,742,6083,,
VCV00011090/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/28/15 4:01,1/28/15 4:35,0,1,Mist,6087,657,5430,,
VCV00011091/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/24/15 3:35,1/24/15 4:41,1,1,Sunny,8761,1478,7283,,
AEIBK2026883,"Pozhal, Tiruvallur, Tamil Nadu","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,1/31/15 23:27,1/31/15 23:55,0,1,Mist,6281,314,5967,,
AEIBK2026512,"Bandra,Mumbai","Guruvoyal, Tiruvallur, Tamil Nadu",Tamil Nadu,1/30/15 3:56,1/30/15 4:21,1,3,Sunny,9399,1473,7926,,
AEIBK2026889,"Pozhal, Tiruvallur, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu",Tamil Nadu,2/5/15 2:24,2/5/15 3:07,1,2,Sunny,6734,1047,5688,,
VCV00011065/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/31/15 1:31,1/31/15 2:14,1,1,Sunny,8087,1153,6934,,
AEIBK2026570,"Pozhal, Tiruvallur, Tamil Nadu","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,2/2/15 23:36,2/3/15 0:48,1,1,Sunny,7866,1127,6739,,
AEIBK2027146,"Naickenpalayam, Coimbatore, Tamil Nadu","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,2/18/15 1:54,2/18/15 2:29,1,4,Sunny,7309,462,6847,,
VCV00010889/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/9/15 2:50,2/9/15 3:46,1,4,Sunny,7793,493,7300,,
AEIBK2026874,"Gopanapalli, Krishnagiri, Tamil Nadu","Jagadambigainagar, Tiruvallur, Tamil Nadu",Tamil Nadu,2/9/15 3:35,2/9/15 4:20,1,2,Sunny,8164,405,7759,,
VCV00010911/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/26/15 0:04,1/26/15 0:45,1,4,Sunny,6380,1253,5128,,
AEIBK2026817,"Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu",Tamil Nadu,2/2/15 1:18,2/2/15 1:56,1,4,Sunny,7189,511,6678,,
VCV00010800/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/11/15 2:56,2/11/15 4:06,1,3,Sunny,10839,1326,9513,,
AEIBK2026838,"Pondur, Kanchipuram, Tamil Nadu","Bandra,Mumbai",Maharashtra,2/8/15 23:56,2/9/15 0:19,1,1,Sunny,10792,1519,9274,,
VCV00011295/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/4/15 20:33,2/4/15 21:49,1,3,Sunny,7558,1140,6417,,
VCV00011266/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/8/15 2:47,2/8/15 3:33,1,2,Sunny,7218,1136,6083,,
AEIBK2026739,"Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai",Maharashtra,1/29/15 21:12,1/29/15 22:02,1,2,Sunny,7373,482,6891,,
AEIBK2026621,"Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu",Tamil Nadu,2/11/15 19:10,2/11/15 19:26,1,3,Sunny,7269,489,6780,,
VCV00011334/082021,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/4/15 19:56,2/4/15 20:35,1,2,Sunny,8150,401,7749,,
VCV00011335/082021,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/17/15 3:06,2/17/15 3:55,0,1,Mist,6811,1071,5740,,
VCV00011325/082021,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/2/15 20:47,2/2/15 21:27,1,2,Sunny,6347,1271,5076,,
VCV00011326/082021,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/26/15 20:53,1/26/15 21:34,1,5,Sunny,7267,521,6747,,
VCV00010949/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/16/15 2:15,2/16/15 3:03,1,2,Sunny,10338,1338,9000,,
VCV00010590/082021,"TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/18/15 2:51,2/18/15 3:38,1,4,Sunny,11840,1662,10178,,
VCV00011113/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA",Karnataka,1/27/15 19:25,1/27/15 19:54,1,3,Sunny,7700,727,6973,,
VCV00011052/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,1/31/15 20:01,1/31/15 20:32,1,4,Partly cloudy,7786,823,6963,,
AEIBK2026513,"Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai",Maharashtra,2/12/15 18:58,2/12/15 19:33,1,4,Sunny,7207,616,6590,,
VCV00010426/082021,"DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU",Tamil Nadu,2/16/15 0:36,2/16/15 1:04,1,5,Partly cloudy,6751,760,5991,,
VCV00011262/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY",Pondichery,2/1/15 22:25,2/1/15 23:03,0,1,Mist,6507,670,5836,,
VCV00011273/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/5/15 19:55,2/5/15 20:29,1,5,Partly cloudy,9990,1503,8487,,
VCV00011287/082021,"LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU",Tamil Nadu,2/5/15 22:38,2/5/15 23:06,1,2,Partly cloudy,6822,321,6501,,
VCV00008377/082021,"ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA",Karnataka,2/3/15 21:01,2/3/15 21:27,1,2,Partly cloudy,10628,1493,9134,,
AEIBK2026052,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",Karnataka,1/29/15 2:52,1/29/15 3:37,1,4,Partly cloudy,7645,1157,6487,,
AEIBK2025996,"Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka",Karnataka,1/28/15 2:07,1/28/15 3:12,1,2,Partly cloudy,7293,1151,6143,,
AEIBK2026271,"Pozhal, Tiruvallur, Tamil Nadu","Onnalvadi, Krishnagiri, Tamil Nadu",Tamil Nadu,2/4/15 3:10,2/4/15 3:43,1,4,Sunny,7343,472,6870,,
