"delivery_id","origin_location","destination_location","region","created_at","actual_delivery_time","on_time_delivery","customer_rating","condition_text","fixed_costs","maintenance","different","area","delivery_time","data_create_date"
"VCV00011993/082021","TRACTORS & FARM EQUIPMENT LIMITED,KANCHIPURAM,TAMIL NADU","TRACTORS & FARMS EQUIPMENTS LIMITED,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-14 05:36:00","2015-02-14 06:16:00",True,2,"Sunny",11685,1917,9768,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012731/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-30 00:13:00","2015-01-30 01:02:00",True,3,"Sunny",7213,565,6649,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027154","Jagadambigainagar, Tiruvallur, Tamil Nadu","Bandra,Mumbai","Maharashtra","2015-02-09 19:28:00","2015-02-09 20:31:00",True,4,"Sunny",6955,619,6335,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011947/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-31 02:08:00","2015-01-31 02:47:00",True,5,"Sunny",7190,633,6556,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012831/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-05 05:26:00","2015-02-05 06:29:00",True,3,"Sunny",10784,1367,9418,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012383/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-30 06:41:00","2015-01-30 07:03:00",False,1,"Patchy rain possible",9264,722,8541,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012807/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-27 03:02:00","2015-01-27 03:45:00",True,2,"Sunny",7556,796,6760,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011952/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-16 03:53:00","2015-02-16 04:22:00",True,3,"Sunny",8297,789,7508,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012788/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-13 05:39:00","2015-02-13 06:02:00",True,2,"Sunny",7589,455,7134,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012535/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-16 03:43:00","2015-02-16 04:12:00",True,3,"Sunny",8325,338,7988,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012735/082021","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-18 05:42:00","2015-02-18 06:10:00",True,5,"Sunny",8490,256,8234,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012771/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-04 04:36:00","2015-02-04 04:55:00",True,5,"Sunny",7725,420,7305,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012401/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-30 05:39:00","2015-01-30 06:07:00",False,5,"Patchy rain possible",6402,1082,5321,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012040/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-15 06:11:00","2015-02-15 06:50:00",False,2,"Patchy rain possible",7700,464,7235,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011231/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-15 06:40:00","2015-02-15 07:12:00",True,5,"Sunny",7877,359,7518,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011946/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-11 19:26:00","2015-02-11 20:38:00",True,5,"Sunny",5671,1636,4036,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2026835","Vellaripatti, Madurai, Tamil Nadu","Devalapura, Mysore, Karnataka","Karnataka","2015-01-24 03:03:00","2015-01-24 04:02:00",True,3,"Partly cloudy",7379,1069,6310,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0001533/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-09 22:42:00","2015-02-09 22:57:00",True,5,"Partly cloudy",9481,1417,8064,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011949/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-26 01:36:00","2015-01-26 01:56:00",False,1,"Mist",11730,1899,9831,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011706/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-12 00:34:00","2015-02-12 01:01:00",True,2,"Sunny",7589,440,7148,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011961/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-09 03:32:00","2015-02-09 04:09:00",True,4,"Partly cloudy",7201,635,6566,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012061/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-28 04:38:00","2015-01-28 05:10:00",True,3,"Partly cloudy",10806,1163,9644,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012523/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-13 06:19:00","2015-02-13 06:45:00",True,4,"Partly cloudy",8230,606,7623,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012197/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-10 03:07:00","2015-02-10 03:52:00",True,5,"Sunny",7508,666,6843,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011608/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-08 20:18:00","2015-02-08 20:49:00",False,1,"Mist",7959,639,7320,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012389/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-01 04:37:00","2015-02-01 05:23:00",True,3,"Partly cloudy",8125,368,7757,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2026897","Pozhal, Tiruvallur, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu","Tamil Nadu","2015-02-02 01:12:00","2015-02-02 02:01:00",True,4,"Partly cloudy",8508,295,8212,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011331/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-10 04:45:00","2015-02-10 05:19:00",True,5,"Partly cloudy",8096,323,7772,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012216/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-15 05:56:00","2015-02-15 06:33:00",True,4,"Partly cloudy",8123,440,7683,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2026778","Pozhal, Tiruvallur, Tamil Nadu","Onnalvadi, Krishnagiri, Tamil Nadu","Tamil Nadu","2015-01-30 03:54:00","2015-01-30 04:42:00",False,1,"Mist",8240,946,7294,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2026277","Pozhal, Tiruvallur, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu","Tamil Nadu","2015-01-25 01:30:00","2015-01-25 02:17:00",True,1,"Patchy rain possible",8009,395,7614,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012057/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","Tamil Nadu","2015-01-25 02:23:00","2015-01-25 03:40:00",True,5,"Sunny",7422,311,7111,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011656/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-16 02:03:00","2015-02-16 03:51:00",False,1,"Mist",5671,1369,4303,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0001108/082021","PRAVEEN ENGINEERING INDUSTRIES,HOSUR,TAMIL NADU","SRI DEVI POWDER COATING INDUSTRIES,CHENNAI,TAMIL NADU","Tamil Nadu","2015-01-27 02:29:00","2015-01-27 03:30:00",True,4,"Sunny",7871,869,7001,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011943/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-08 00:56:00","2015-02-08 01:50:00",True,4,"Partly cloudy",8947,1148,7799,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2026761","Perukkaranai, Kanchipuram, Tamil Nadu","Bandra,Mumbai","Maharashtra","2015-01-24 04:01:00","2015-01-24 04:28:00",True,3,"Sunny",11457,1565,9891,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011469/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-01 06:20:00","2015-02-01 06:55:00",True,2,"Sunny",7487,510,6977,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012358/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-14 03:10:00","2015-02-14 04:12:00",False,1,"Mist",8171,539,7632,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012359/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-04 19:28:00","2015-02-04 20:11:00",True,5,"Sunny",6949,263,6686,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012370/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-25 03:22:00","2015-01-25 04:14:00",True,2,"Sunny",10792,1220,9572,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012397/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-08 23:06:00","2015-02-08 23:42:00",True,4,"Sunny",7218,882,6337,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012387/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-23 02:45:00","2015-01-23 03:32:00",False,1,"Patchy rain possible",5184,897,4288,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00009430/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-23 05:03:00","2015-01-23 05:56:00",False,1,"Mist",7143,390,6753,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012381/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-13 22:40:00","2015-02-13 23:22:00",False,1,"Patchy rain possible",7160,388,6773,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012385/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-28 03:42:00","2015-01-28 04:30:00",False,1,"Patchy rain possible",8168,325,7843,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011958/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-05 04:34:00","2015-02-05 05:43:00",True,5,"Sunny",6575,791,5783,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011694/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-06 02:41:00","2015-02-06 03:12:00",False,1,"Mist",7212,929,6283,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011761/082021","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-06 01:40:00","2015-02-06 02:39:00",False,1,"Mist",7023,420,6603,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011829/082021","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-02-08 21:28:00","2015-02-08 22:20:00",True,4,"Sunny",10465,1327,9137,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011486/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-22 02:17:00","2015-01-22 03:32:00",True,5,"Sunny",6388,2096,4292,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0001434/082021","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-15 02:54:00","2015-02-15 04:21:00",True,3,"Sunny",12185,1725,10460,NULL,NULL,"2025-05-07 15:05:06.38629"
"MVCV0001429/082021","ASHOK LEYLAND PLANT 1- HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-06 03:02:00","2015-02-06 03:50:00",False,1,"Mist",6382,759,5622,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027172","Naickenpalayam, Coimbatore, Tamil Nadu","Mookandapalli, Krishnagiri, Tamil Nadu","Tamil Nadu","2015-02-08 22:28:00","2015-02-08 23:34:00",True,5,"Sunny",7768,845,6924,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012212/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-12 03:01:00","2015-02-12 03:54:00",False,1,"Patchy rain possible",7098,558,6539,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2027171","Naickenpalayam, Coimbatore, Tamil Nadu","Kamarajnagar, Tiruvallur, Tamil Nadu","Tamil Nadu","2015-01-31 04:51:00","2015-01-31 05:34:00",False,1,"Patchy rain possible",6788,542,6246,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012209/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-27 20:00:00","2015-01-27 20:24:00",True,3,"Sunny",6574,680,5894,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012196/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-01-22 02:21:00","2015-01-22 03:17:00",True,3,"Sunny",10117,1600,8517,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011485/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-13 02:09:00","2015-02-13 03:07:00",False,1,"Patchy rain possible",6827,338,6489,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011488/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-28 03:49:00","2015-01-28 04:26:00",True,2,"Sunny",10755,1591,9164,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012153/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-16 22:45:00","2015-02-16 23:41:00",True,2,"Sunny",7468,1171,6298,NULL,NULL,"2025-05-07 15:05:06.38629"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7710,1191,6520,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012121/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Tamil Nadu","2015-01-23 19:22:00","2015-01-23 19:48:00",True,5,"Sunny",7260,507,6753,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012144/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Tamil Nadu","2015-02-01 17:26:00","2015-02-01 18:24:00",True,5,"Sunny",7683,514,7169,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011607/082021","JAY BHARAT MARUTI LTD,AHMEDABAD,GUJARAT","JAY BHARAT MARUTI LIMITED. (J-III-N),GURGAON,Haryana","Tamil Nadu","2015-01-28 19:01:00","2015-01-28 19:20:00",True,4,"Sunny",7345,419,6925,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011475/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-06 03:55:00","2015-02-06 04:53:00",True,5,"Partly cloudy",6673,1066,5607,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011657/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-07 03:27:00","2015-02-07 04:12:00",True,3,"Partly cloudy",7062,1281,5781,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00012024/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-06 06:21:00","2015-02-06 06:50:00",True,4,"Sunny",6873,542,6332,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011115/082021","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PARTS-HOSUR,HOSUR,TAMIL NADU","Tamil Nadu","2015-02-14 03:23:00","2015-02-14 04:20:00",True,5,"Partly cloudy",10171,1295,8876,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011735/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-17 04:53:00","2015-02-17 05:53:00",True,4,"Sunny",12557,1697,10860,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00010240/082021","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","TVSLSL-PUZHAL-HUB,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-08 03:01:00","2015-02-08 04:00:00",True,4,"Partly cloudy",7326,740,6586,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011565/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-02 18:58:00","2015-02-02 19:21:00",True,4,"Partly cloudy",7768,834,6934,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011540/082021","ASHOK LEYLAND ENNORE,CHENNAI,TAMIL NADU","ASHOK LEYLAND PLANT 2-HOSUR,HOSUR,KARNATAKA","Karnataka","2015-02-07 17:40:00","2015-02-07 18:14:00",False,1,"Patchy rain possible",7381,580,6801,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011087/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-02 17:17:00","2015-02-02 18:23:00",True,5,"Sunny",6593,795,5798,NULL,NULL,"2025-05-07 15:05:06.38629"
"AEIBK2026984","Bandra,Mumbai","Pondur, Kanchipuram, Tamil Nadu","Tamil Nadu","2015-02-05 19:41:00","2015-02-05 20:36:00",True,4,"Sunny",7108,696,6412,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011614/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-05 20:16:00","2015-02-05 20:56:00",True,3,"Partly cloudy",9823,1579,8244,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011506/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-26 20:33:00","2015-01-26 21:42:00",True,5,"Sunny",7103,329,6774,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011948/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-16 19:34:00","2015-02-16 20:37:00",True,4,"Sunny",10461,1583,8878,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011942/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-17 20:14:00","2015-02-17 21:14:00",True,2,"Partly cloudy",7599,1160,6439,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011819/082021","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-01-29 19:39:00","2015-01-29 21:13:00",True,5,"Sunny",7218,1141,6078,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011928/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-AMBATTUR,CHENNAI,TAMIL NADU","Tamil Nadu","2015-02-11 20:44:00","2015-02-11 21:46:00",True,4,"Partly cloudy",7136,494,6641,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011305/082021","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","LUCAS TVS LTD-PONDY,PONDY,PONDICHERRY","Pondichery","2015-01-27 19:20:00","2015-01-27 20:18:00",True,4,"Partly cloudy",7723,501,7222,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011632/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-02-10 20:52:00","2015-02-10 21:36:00",True,5,"Partly cloudy",8026,412,7614,NULL,NULL,"2025-05-07 15:05:06.38629"
"VCV00011542/082021","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","DAIMLER INDIA COMMERCIAL VEHICLES,KANCHIPURAM,TAMIL NADU","Tamil Nadu","2015-01-26 19:35:00","2015-01-26 21:02:00",True,4,"Sunny",7059,1062,5997,NULL,NULL,"2025-05-07 15:05:06.38629"
